Gender,Marital_status,Nationality,Age_at_enrollment,Debtor,Scholarship_holder,Tuition_fees_up_to_date,Mothers_qualification,Fathers_qualification,Mothers_occupation,Fathers_occupation,Displaced,Attendance,Educational_special_needs,International,Application_mode,Application_order,Previous_qualification,Course,Previous_qualification_(grade),Admission_grade,Curricular_units_1st_sem_(enrolled),Curricular_units_2nd_sem_(enrolled),Curricular_units_1st_sem_(evaluations),Curricular_units_2nd_sem_(evaluations),Curricular_units_1st_sem_(approved),Curricular_units_2nd_sem_(approved),Curricular_units_1st_sem_(grade),Curricular_units_2nd_sem_(grade),GDP,Inflation_rate,Unemployment_rate,Target,Curricular_units_1st_sem_(credited),Curricular_units_2nd_sem_(credited),Curricular_units_1st_sem_(without_evaluations),Curricular_units_2nd_sem_(without_evaluations)
0,1,1,21,0,1,0,5,3,5,9,1,0,0,0,1,1,3,5,163.54495578693908,160.25440209549603,5,6,5,6,3,2,12.924921390454667,13.435615046145271,3.2241078034548956,1.7542340056290295,-0.6526822010435547,Dropout,0,0,0,0
1,2,1,19,0,0,0,3,1,7,5,0,1,1,0,3,1,3,7,114.67560993320636,111.2280161298558,6,6,7,8,2,1,13.03037715485467,11.831511585028677,1.0506009493464274,1.2991936755175677,8.681482716454633,Enrolled,0,0,0,1
0,1,1,20,0,0,0,5,4,5,7,0,1,0,0,1,1,3,3,131.07468639708276,127.99040923515871,5,4,3,2,3,2,15.484721116824145,15.412486216140888,2.240155247507226,1.9365325837571306,9.287973639216759,Dropout,0,0,0,0
1,1,1,21,0,0,0,2,2,4,7,0,1,0,0,2,3,2,8,139.1381302961209,138.437847606273,6,6,7,8,3,2,12.529880621715082,12.73285151470543,1.2211824688462127,1.9421156918308775,1.8140359763049616,Graduate,0,0,0,0
1,1,1,18,0,0,1,4,2,7,7,1,1,0,0,1,3,1,2,143.53586766852493,147.20173330666984,4,4,2,1,1,2,15.73139817033881,15.59676821174959,2.741464300919609,1.198736778088414,2.1075827121891333,Dropout,0,0,0,0
0,1,1,27,0,0,0,2,5,4,2,1,1,0,0,1,1,3,5,144.40788640090312,146.35826930501557,4,5,4,3,1,1,12.903046920840385,12.137226439669623,2.866287519688368,1.9019006358669324,4.209387274240119,Graduate,0,0,0,0
0,1,1,39,0,0,0,2,6,6,3,1,1,0,1,4,1,1,1,160.360085203325,158.60270774129333,3,2,4,5,3,2,12.395723330027513,12.6784118389076,1.137697608223415,1.2103786885185785,6.980129132693971,Graduate,0,0,0,0
0,1,1,18,0,1,1,6,2,8,9,1,1,0,0,1,1,3,5,122.92163472105078,131.45563946451915,3,3,1,1,3,2,14.824165134359736,14.931597711322492,2.979241721182536,0.8305061167017364,7.640051844977698,Dropout,1,0,0,0
0,1,1,29,0,0,0,2,2,5,2,0,1,0,0,1,1,4,1,141.9382436159565,134.14441908681516,4,4,2,1,4,4,15.53560577927497,16.932240072263266,2.39519755706121,1.5152948143854583,5.6811595186249235,Enrolled,0,0,2,0
1,2,1,19,0,1,0,2,3,4,7,1,1,0,0,4,5,2,1,115.9688036886739,114.99875712937941,6,6,7,6,5,4,15.314583868254502,15.222454911071983,0.7994123975245777,2.255265215624364,8.318837231617735,Graduate,1,1,0,2
0,2,1,24,0,0,0,4,6,4,10,1,1,0,0,2,3,2,4,136.33794191576843,136.37784058752882,6,7,4,5,6,5,17.62311841925235,18.041561526283772,1.3484371270931488,1.8402948948962945,6.597407002231109,Enrolled,1,0,0,0
1,2,1,26,0,1,0,3,3,7,7,0,0,0,0,1,1,3,6,154.28744630339446,150.95568799783166,6,7,6,5,3,2,15.821066751431507,15.203128729638207,3.340166660203802,2.1029229053485423,7.711160702194588,Graduate,0,0,0,0
1,1,1,23,0,1,1,2,3,10,4,0,0,0,0,1,3,2,3,175.57770933428515,170.99540512961596,4,3,4,5,4,3,18.39913289468585,18.841163867150705,1.3580824196055534,2.454374220440844,6.370838561173912,Dropout,1,1,0,1
1,2,1,19,0,0,0,3,2,2,5,0,1,0,0,1,1,4,6,182.70774644251776,191.28744263659837,3,4,3,3,3,2,15.655674184124605,14.489922481798576,1.6661814069903171,1.3953326342238197,8.051250093991339,Graduate,0,0,0,0
1,2,1,18,0,0,0,4,2,7,5,0,1,0,0,1,1,2,2,139.82593862817063,135.50053999165308,3,2,2,1,3,2,15.714329808255727,15.415038628865961,3.075228258943729,1.573365677017261,0.4429795141259876,Graduate,0,0,0,0
0,1,1,20,1,0,0,1,6,3,5,1,1,0,0,4,4,2,8,146.32164250593158,151.5543237218448,6,6,4,4,3,4,14.032514154793098,14.512871778185604,1.86836705738364,0.6862328570070014,7.150903763851279,Dropout,0,0,0,0
0,2,1,17,0,0,0,2,4,10,2,1,1,0,0,1,4,1,6,153.28311147447602,155.3997595729374,4,3,4,4,4,3,12.680468134652763,13.547719340738427,1.9173215505639587,1.9071170264033939,5.2675437881549065,Enrolled,0,0,0,0
0,1,1,17,0,0,0,2,3,4,2,1,1,0,0,1,5,3,3,181.66105326598563,180.41389308681016,5,5,5,5,0,-1,13.332280380798782,12.928691583635988,0.418354885306097,2.048947577208067,7.856113818331851,Dropout,1,0,0,0
0,1,1,17,0,0,0,3,1,10,7,1,0,0,0,1,2,3,1,139.52437031456105,138.29829596956003,4,4,2,3,0,0,15.076046856840748,14.92587175674252,1.9071335909202534,1.5280501275251241,5.194233171533278,Dropout,0,2,0,0
1,2,1,20,0,0,0,3,1,6,6,0,1,0,0,1,1,2,8,169.61583118292492,174.23594398054422,4,3,2,3,4,3,13.824130273640089,14.01391743326727,1.3494449305433796,2.2254081657353026,5.325213220550153,Graduate,0,0,0,0
0,1,1,17,0,1,0,4,3,9,7,1,1,1,0,3,1,2,2,138.4145758746794,137.56337413017454,6,6,5,5,6,5,15.806682685578263,17.476917819011955,1.4034368220283062,1.3406713885188999,7.89444776493231,Graduate,0,0,2,0
1,3,1,47,0,0,0,1,2,10,8,0,1,0,0,1,2,2,4,148.7595332658968,155.6776881315064,6,5,6,5,6,5,15.027071147951451,15.282375922956504,1.5159555593998097,2.4979133098304347,5.642722007152654,Graduate,0,0,0,0
0,2,1,39,0,1,0,3,2,3,7,0,1,0,0,1,1,3,7,158.61345974522445,170.2509704607489,4,4,2,3,4,3,16.115713651577366,18.088494119060478,-0.2721045514515299,1.14441571465898,7.663018322810309,Enrolled,0,0,0,0
1,1,1,18,0,1,0,6,2,4,8,1,1,0,0,1,1,2,4,153.5718284743014,155.62771494580142,6,6,5,4,3,3,17.612306274435426,17.461255042493182,1.7815947909879517,2.205665992594829,6.952240049798441,Graduate,0,0,0,0
0,1,1,42,0,0,0,3,2,10,8,0,0,0,0,1,1,2,1,147.6668844759661,149.69385108958758,3,2,2,3,3,2,14.670280867767751,15.433381196201053,1.6614246035572804,1.3778545965974491,6.311925589947943,Dropout,0,0,0,0
1,1,1,28,0,1,0,3,1,3,6,1,1,0,0,1,3,2,6,154.42465780846743,157.07153696071973,6,6,5,5,2,3,16.673714735848794,17.3738293798963,2.936405682664647,0.6591806576663165,6.665854609311688,Dropout,0,0,0,0
1,1,1,23,0,0,0,4,3,6,2,0,0,0,0,1,2,2,4,150.03866411969912,155.79275799187678,5,5,4,3,4,5,16.715235391349758,17.52567191599314,1.1796247750556008,1.6972000972729484,8.909645860727132,Dropout,0,0,1,0
1,1,1,24,0,0,0,2,2,7,5,0,0,0,0,1,1,2,5,143.60108976501388,142.01793663963136,6,7,5,6,0,-1,13.784461178629114,13.319794355894967,4.069838921812684,1.198965084647224,3.678624403859393,Graduate,0,0,0,0
0,1,1,21,0,0,0,4,5,7,2,1,0,0,0,1,1,2,8,156.37473892924027,153.72884362573913,5,6,4,3,1,1,15.172201657017442,15.541917943336117,2.1013060490439983,1.6109191000036533,7.2696202113259965,Graduate,1,0,1,0
1,1,1,21,0,0,0,2,3,6,1,1,0,0,0,5,2,2,4,138.3053419129043,149.9367336674259,5,6,4,4,5,6,16.67084429665521,16.275214938126727,1.4675093478311583,1.2373753903842204,10.473732427277575,Dropout,1,1,0,0
0,3,1,25,0,0,0,5,3,3,5,1,0,0,0,2,4,4,3,133.50247021083294,140.1135924158846,6,7,5,6,1,2,15.368436256276286,15.7425148997996,2.1209302879990313,3.1880971465952603,4.654760988635267,Dropout,0,0,0,2
1,1,1,21,0,0,0,6,2,2,3,0,1,0,0,1,2,2,5,182.9423167092725,179.49711236993448,3,4,2,1,3,4,15.711038278663356,17.066054950846205,1.185337466570728,1.328333191580308,5.638853483042646,Graduate,0,0,0,0
1,1,1,17,1,1,0,3,1,2,10,0,1,1,0,2,1,2,8,169.76135041900608,176.26500596431595,4,4,4,4,2,3,14.1488188669559,14.16395677369955,1.5374368601037418,2.085027965722582,5.152829933846118,Graduate,0,0,0,0
0,1,1,21,0,0,0,3,6,5,7,1,0,0,0,2,1,4,4,157.39954779891872,157.47684011980178,5,6,4,5,5,4,14.50616737716921,15.12862638567721,1.784129620803831,1.759275080258547,7.1763810096943494,Dropout,1,0,0,1
1,1,1,17,0,0,0,5,1,7,4,1,1,0,0,2,2,2,3,127.89359218963446,128.81410181772063,6,7,6,5,0,-1,14.506533074417225,14.06160487604348,2.4838053588714084,0.9584304554560705,10.958728136003728,Graduate,0,1,0,0
1,1,1,21,1,0,0,4,2,7,8,0,1,0,0,2,1,2,7,159.4589272251536,165.25883140592978,3,3,4,3,2,1,13.017815904859642,12.3871394507853,2.0338097454136648,1.0047372053539356,1.8814381315562585,Graduate,2,0,0,0
1,1,1,18,0,1,0,2,6,7,7,0,0,0,0,1,1,2,5,169.16183900194147,171.1717040305048,3,2,2,2,3,2,15.16244121304945,16.575265977867407,2.4015291815168998,0.4912287972231184,8.358309064335248,Graduate,0,0,0,0
1,1,1,33,0,0,0,4,3,5,6,0,1,0,0,5,1,3,3,161.52460102736347,162.31479281745837,5,5,4,5,5,5,13.972221476747519,13.917645011644494,0.9491609939011969,1.5923430027805383,6.565899873359604,Graduate,1,0,1,1
0,1,1,18,0,0,1,6,4,5,7,1,1,0,0,4,1,2,2,200.0,200.0,6,5,7,7,2,3,18.771304570738874,18.342633178040025,1.743554204394794,1.3604800198905869,6.898313949220179,Dropout,0,2,0,0
0,1,2,17,0,0,0,3,2,4,7,1,0,0,0,1,1,4,6,127.08085471825774,127.98788443675313,6,5,5,5,2,2,16.045295754545762,14.815409033183435,1.1219190485835244,0.49624597928526915,6.441500657171065,Graduate,0,0,0,1
1,1,1,18,0,0,0,2,2,4,4,1,1,0,0,1,4,3,7,129.7439290752651,133.92070515783175,6,7,7,7,2,1,15.6482578534322,17.154619963138195,1.0279135386110485,1.3449613428951235,7.642208242781338,Dropout,0,0,0,0
1,1,1,20,0,0,0,5,3,2,6,1,1,0,0,4,4,4,6,169.90528956081874,173.8060734289981,6,7,4,5,3,4,11.392244547383871,9.680112959977185,2.6467134843759537,0.5329573958811153,5.2373279561424155,Dropout,0,0,0,0
1,3,1,43,0,0,0,2,4,1,10,0,0,0,0,1,4,1,4,150.0992990966994,146.38880945217852,6,6,7,6,3,4,17.848933070947798,19.151723934983057,1.0104977253194543,0.6618774094395686,7.492103071580681,Dropout,0,0,1,0
0,2,1,17,0,0,0,2,2,4,6,1,1,0,0,1,2,2,4,126.54886786064243,128.14175935164684,4,3,2,2,4,3,13.556783363360887,14.26265770350679,1.1522987994038587,1.5563108983857026,6.324512530719683,Graduate,2,0,0,0
1,1,1,19,1,0,0,6,3,8,10,1,1,0,0,1,1,4,5,150.16999625708144,158.20937671304293,4,3,2,2,1,2,15.604125354774357,15.242849565363624,3.677724496680163,2.1392156120689623,7.370331946514371,Graduate,0,0,0,0
0,2,1,26,0,0,0,2,6,7,7,0,1,0,0,1,2,1,5,167.553820669857,170.59997619608723,4,5,2,3,4,4,17.227413151274654,16.79005380729388,1.9065339162297537,0.6953232671215291,4.147804649363954,Dropout,0,0,2,0
0,1,1,24,0,0,0,3,2,7,7,1,1,0,0,3,1,2,5,139.17962925084402,138.8289541294517,3,2,4,3,3,2,14.716247183765413,17.039180753008903,1.972217929142569,1.728732049311242,7.097791967589755,Graduate,0,2,0,0
0,1,1,18,0,0,0,2,6,2,1,0,1,0,0,1,1,2,6,141.9123718815236,142.52153406412205,3,4,4,4,2,3,13.6674403048836,13.737311186521252,1.076015251156674,0.8383492118623481,8.304483461501025,Dropout,0,0,1,0
1,1,1,23,0,0,0,4,3,6,2,0,1,1,0,1,3,2,5,134.54963426271996,132.68401219412058,3,2,2,1,3,2,10.399751523152233,10.059214719907443,1.8558718413559918,1.2938147516868281,10.058195913713611,Graduate,0,0,0,0
0,2,1,40,0,0,1,5,3,9,8,0,0,0,0,2,1,2,1,174.200527882927,179.11721812205607,4,3,2,3,1,0,17.572748576730234,17.42243242764842,2.712308954983608,1.6843275279772103,4.599759468699951,Dropout,0,1,0,0
1,1,1,38,0,0,0,1,3,10,7,0,0,0,0,1,1,2,4,154.81943622928512,151.8938850312808,3,3,1,1,3,3,15.983728161483137,17.78421438025531,3.7695107786503446,0.8413875958871846,3.42755607792774,Graduate,0,0,0,0
0,1,1,22,0,0,0,2,3,2,7,1,1,0,0,1,2,2,5,174.41174498643838,178.68187177062978,3,4,2,3,2,1,17.43084388182284,17.681651805491438,2.9797342482831066,1.0100781058754669,-1.5026501953387106,Dropout,0,1,0,1
1,1,1,18,0,0,0,2,1,10,3,1,1,0,0,1,1,3,5,171.2063577351548,167.27760492782573,3,2,4,4,0,0,15.8864321913289,14.860855811598475,1.287253344569999,1.0379636457655943,5.2211699271158,Dropout,0,0,0,0
0,1,1,24,0,0,0,3,3,7,6,0,1,0,0,3,1,2,8,179.03775760272777,176.08980718843884,4,3,2,3,4,3,15.622121299931404,16.76614146074671,1.060552143828707,1.8041857751114145,7.060494308168448,Graduate,0,0,0,0
1,1,1,20,0,1,0,5,1,2,7,0,1,0,0,1,1,3,4,128.77973330692973,135.71518446988802,5,4,4,3,5,4,15.329036646394576,15.605025252255617,2.5931307135735384,2.0393388057486583,6.102132608939336,Graduate,0,0,0,0
1,1,1,23,0,0,0,3,4,7,2,0,0,0,0,5,1,3,5,165.94957583500675,163.36654224536798,6,5,7,7,1,0,12.041903684881989,12.475562942792454,0.33054135866532075,1.6175311666905992,5.218763619736775,Dropout,0,0,0,0
0,1,1,26,0,0,0,1,5,10,7,1,1,0,0,1,4,2,8,124.40683326259787,118.78244622681913,5,5,3,3,4,3,13.820269341679726,14.117560991117271,1.768179796817452,0.5023168322336946,5.946182110414767,Graduate,0,0,1,1
0,3,1,17,0,0,0,4,4,3,7,1,0,0,0,1,3,2,6,136.29955903850163,125.67915806311332,6,5,4,3,2,3,12.672671923532583,12.746667637851914,2.2796918755020155,0.9328895011059543,5.133813860789157,Graduate,0,0,1,0
1,1,1,29,0,0,1,3,1,10,2,1,0,0,0,1,1,2,6,141.56253524331981,134.76682602319016,3,4,3,2,0,1,12.521485167376394,10.133236477703342,2.3456836022668544,2.2433473804593578,8.141691429370795,Graduate,0,0,0,0
1,2,1,22,0,0,0,3,4,6,6,1,1,0,0,4,1,2,7,171.6977221216394,175.0600199024338,4,4,3,4,0,0,14.049666762209371,12.406936461047229,0.08975897870314253,1.1665138619888196,7.3752302512192065,Graduate,0,0,0,2
0,2,1,21,0,0,0,1,2,7,10,1,1,0,0,2,1,3,4,117.31468039338128,123.8843355499008,5,6,3,4,1,2,16.98782602561049,18.504666539079665,2.0189377863572466,1.6128242526174903,7.534936224184089,Graduate,0,0,1,0
0,3,2,23,0,1,1,3,4,6,6,1,1,0,0,1,1,4,4,113.79293485980227,116.87758555817493,5,5,5,5,2,3,15.499327361443294,15.552651273901793,2.0977671676530987,2.5422542615355006,6.204668916586829,Dropout,0,0,0,0
0,1,1,23,0,0,0,1,1,5,10,1,1,0,0,1,1,2,3,158.82254945545665,146.39146266183715,5,4,5,4,1,2,11.68696210626592,8.962461092186164,1.3985284096456574,1.2972859482070567,8.02520732923172,Graduate,0,0,0,0
1,2,1,19,0,0,1,2,3,1,9,0,0,0,0,1,2,4,3,132.71486686289686,128.50220928915462,3,4,1,2,3,2,15.155131870691763,16.52462977263879,4.58718922057306,1.4205567011807525,5.1464469800989985,Graduate,0,2,0,0
0,1,1,26,0,0,0,5,6,10,5,0,1,0,0,1,1,2,4,137.18955688171542,141.4035675007222,3,4,2,3,1,2,14.888656912918336,16.057228456218844,2.1482723081681234,1.0802595647837954,5.534456181069688,Graduate,0,0,0,0
1,2,1,31,0,0,0,2,2,10,1,0,0,0,0,1,1,2,1,156.82389802144237,153.86214807675728,6,7,6,5,6,7,12.796078249493386,11.828712239935872,2.8343781401889787,0.5878790618685713,2.4990538817390617,Graduate,1,1,0,0
0,1,1,35,0,0,0,4,3,7,7,1,1,0,0,1,3,4,5,132.8465128001063,138.99831597044235,5,6,3,4,3,3,17.230711020189723,18.328459256454593,2.1567916899606794,1.1149757341954742,2.5090157824511294,Graduate,0,0,0,0
1,1,1,20,0,0,0,2,3,6,7,0,1,0,0,1,3,2,6,153.2977632838886,150.58117404194851,6,6,6,7,0,1,16.199425919227586,17.94327801476163,2.662866731758057,1.659900237758555,6.588409416521273,Dropout,0,0,0,2
1,1,1,18,1,0,0,6,3,1,2,0,1,0,0,1,5,4,5,131.96592259639013,131.79197011174168,5,6,6,5,4,4,13.666884714073195,13.485338883340706,1.3587710382334404,0.2334586990733447,5.714515946376286,Graduate,0,0,0,0
0,1,1,23,0,0,0,6,4,10,7,1,1,0,0,1,2,2,4,151.00200832252602,159.62786362417262,6,5,6,6,1,1,13.892833991065144,14.946856916945189,4.643275312823957,0.6869177454972407,3.450116164748015,Graduate,0,0,0,0
0,1,1,17,0,0,0,2,2,6,4,0,1,0,0,1,2,4,8,120.09791613892378,128.72962644137672,3,2,2,3,3,2,15.437850576013544,13.62865517118129,3.9842280266874863,1.6916277165305829,1.4763212559073355,Dropout,0,0,0,1
0,1,1,22,0,0,0,2,2,9,7,1,1,0,0,1,1,1,2,162.57158546768906,167.7086487097718,4,4,5,4,1,0,17.322030852742195,18.500769974589094,1.3680826802043398,0.48818469967445166,7.3353899206067,Enrolled,2,0,0,0
1,2,1,36,0,0,0,2,3,7,3,0,1,0,0,1,1,2,5,164.21097889199896,169.80735580954143,5,5,6,5,4,4,16.08416769263443,15.672913493224415,2.964585029680919,1.475819725622097,4.346185733647644,Graduate,0,0,0,0
0,2,1,24,0,0,0,2,2,7,7,0,1,0,0,1,1,2,3,172.22608817346145,176.7364255911115,6,7,4,3,1,1,17.020423220195575,17.437863989394884,1.6298185986831446,0.9763037757645531,8.183551730941025,Graduate,0,1,1,0
0,1,1,17,0,0,0,3,3,7,7,1,1,0,0,2,1,2,2,187.8087868091484,195.4737212364013,4,4,4,3,0,0,14.21416897039264,16.306643024155534,1.9466098770551912,2.107283150724693,6.185520546797352,Graduate,2,0,0,0
1,1,1,17,0,0,0,3,1,7,4,0,1,0,0,1,2,2,5,166.67858420440518,163.04130816542718,5,5,6,6,0,0,14.994890724590881,15.625035532275128,1.6825787508402628,1.2256436536566715,6.805475099260285,Graduate,0,0,1,2
1,1,1,19,0,1,0,5,6,8,7,0,1,0,0,1,3,2,5,174.24859511458703,165.41111460634096,3,2,3,4,3,2,12.15335617549357,12.257631794105475,2.9659224577793406,1.4071107007492154,3.388486362649118,Graduate,0,1,0,0
1,1,1,24,0,0,0,3,1,2,4,0,0,0,0,1,1,1,5,121.63600399990156,116.16566253935416,3,3,3,2,3,2,12.571466968478815,14.265497361870525,2.0477508829268602,1.29372503704779,3.8507737841315524,Dropout,0,0,1,0
0,2,1,20,1,0,0,3,4,10,2,1,1,0,0,1,2,2,1,143.40987418465463,145.48827636761686,3,4,4,4,3,4,16.662477351456488,16.371057840639466,1.531221199022276,1.6301261095010857,5.9819203525489195,Graduate,0,0,0,2
0,1,1,24,0,0,0,3,5,1,9,0,1,0,0,1,3,2,6,170.34522185428645,169.561082015943,6,5,4,5,6,5,17.417068506495873,17.860906919473276,1.7159746971969374,1.8793973029544444,6.4497278983060635,Graduate,0,1,0,1
0,1,2,21,0,0,0,3,2,9,4,1,0,0,0,1,1,2,4,114.64924168934014,120.11405352943923,4,5,3,3,3,2,14.556905092895489,13.484354889835686,2.748684728545872,0.9641848916835594,4.867764476263622,Graduate,0,0,0,0
0,1,1,18,0,0,0,3,2,5,7,0,1,0,0,5,2,2,8,162.00608688169416,163.55619621039125,3,4,2,2,3,2,11.839855982986393,12.544072813412598,2.3544599384668903,1.5719150106587247,4.70504593613841,Graduate,0,0,0,0
1,1,1,19,0,0,0,4,2,4,10,1,1,0,0,1,3,2,6,168.0981778480926,167.727422781315,3,2,2,3,3,2,14.21174487943932,14.01760142965404,2.8407724879995913,1.4008607630547198,5.32486927468808,Dropout,0,0,1,0
0,1,1,25,1,0,0,2,2,5,3,1,0,0,0,1,4,2,5,142.17931371419047,141.8160890449506,5,6,4,5,1,1,17.9522506102964,18.268574253522242,3.384702932506185,1.6096476888129718,7.521027007808498,Graduate,0,0,0,1
1,1,1,18,0,0,0,3,2,9,7,0,1,0,0,2,1,3,2,176.31889553535487,176.7168880372783,5,4,5,4,5,4,12.519123461526423,14.971400961523166,1.8334959914799245,1.4648687390128954,8.956090397652998,Graduate,0,0,0,0
1,1,1,20,0,0,0,3,3,7,3,1,1,0,0,3,1,2,1,153.6468543355536,148.35643548735658,4,3,4,3,1,1,15.82955391893596,16.762360654889715,2.191980827939208,1.614908550199036,7.078612877828306,Graduate,0,0,0,0
1,1,1,22,0,0,0,4,2,3,7,0,0,0,0,1,1,2,3,159.17528024949112,162.28722162950186,5,5,6,6,5,5,17.34573054466369,18.325333088421644,1.7522234468937254,0.9361350105447819,5.05379366034388,Graduate,0,0,0,0
0,1,1,22,1,0,0,2,2,10,7,1,1,0,0,1,1,2,2,137.31829560144243,136.63710742856327,4,5,3,2,3,2,16.018398310537,18.19468292746814,2.4593752927473127,1.579201112489088,7.617758820178412,Dropout,0,0,0,0
1,1,1,47,0,0,0,3,3,7,9,1,1,0,1,5,1,2,6,146.33010554544458,150.087357934318,4,5,4,4,3,4,15.976845555646582,16.800633694708935,1.3236087897350033,1.5678269529179623,8.433915377758979,Graduate,0,0,0,0
1,1,1,25,0,1,0,2,1,8,7,0,1,0,0,1,4,1,2,151.69875704335982,145.4949158931341,5,6,5,4,5,4,15.68544145764923,16.143786855337805,1.8583901100055598,1.203591015513866,10.0909137296752,Graduate,0,0,0,0
0,3,1,23,0,1,0,2,3,3,2,0,1,0,0,2,1,1,5,135.71196710363952,138.40568623087245,3,3,1,0,0,-1,16.959692823184866,17.2601255401065,1.1701546825561964,1.731610901200064,4.930304985874162,Graduate,0,0,1,0
0,1,1,20,0,1,0,2,5,6,9,0,1,0,0,1,1,2,3,170.564168969861,162.80065906548265,5,4,4,4,5,4,13.042232932737054,13.650935712343031,2.206447656509176,1.0461564811531745,9.247182561149836,Graduate,0,0,0,0
0,1,1,25,0,0,0,3,3,5,7,0,0,0,0,4,2,4,8,145.05610281656675,142.53473518037694,6,7,7,7,2,1,13.270829797633057,13.228083823524905,3.2364318126206317,1.3012612880461332,1.9540919686059994,Graduate,0,0,0,0
0,3,1,30,0,0,0,6,2,5,2,0,0,0,0,1,1,2,6,160.1865832232852,158.25525287265728,3,3,1,0,0,-1,16.369035055177754,16.691065468760286,2.2609355256383252,1.5611645117166026,5.826533368758117,Graduate,0,0,1,0
0,2,1,18,0,0,0,2,3,2,8,0,0,0,0,1,3,1,5,151.1929529176349,161.45687691387326,3,4,3,3,3,2,13.655683336603756,13.205323052158885,3.1583957723555978,1.9960189366602263,6.61770265060777,Graduate,0,1,0,0
1,3,1,25,1,1,0,2,3,5,7,0,1,0,0,3,2,4,7,133.41982006615447,122.42196289103656,3,3,1,0,1,2,15.727392604347767,15.796643540789562,1.8444135884764132,1.119276690605599,5.064355793832694,Graduate,0,0,1,0
1,1,1,28,0,0,0,1,4,4,9,1,0,0,0,1,1,1,5,129.33787815344448,126.34513945949736,3,2,1,1,3,2,14.412077239043994,13.601045566645588,1.9869511702275278,1.014434269175282,7.648542948139415,Dropout,2,0,0,1
0,2,1,17,0,0,1,2,6,7,7,0,1,0,0,2,1,3,2,151.4207232377837,155.06412052100305,3,4,1,1,0,1,15.765559518727907,15.143791130467728,2.177843182396351,0.010235003856942537,3.2857418986540505,Dropout,0,0,0,0
1,2,1,23,0,1,0,6,3,3,7,0,0,0,0,3,3,1,8,166.23906955527264,168.93723081286714,6,7,6,6,3,3,16.769671243344483,15.577814906211094,2.699679353867724,1.366178422279086,5.9251321490000795,Dropout,0,0,0,0
1,1,1,20,1,1,0,2,5,5,10,1,0,0,0,1,5,2,7,192.24884081282343,189.30389762836955,6,6,4,3,3,2,14.567729294843227,13.1825568565902,0.04173898121901609,1.9617572904218064,4.177514372865701,Dropout,1,0,0,0
0,2,1,17,0,0,1,3,2,7,6,1,1,0,0,1,1,3,7,125.35480517243909,126.22347078677785,3,4,1,2,3,3,13.100857726686591,14.09684530906402,4.033836658614449,1.5743270308003827,4.914281406558189,Graduate,1,2,0,1
1,1,1,19,0,1,0,2,5,1,4,1,1,0,0,2,2,3,8,144.52406152737328,152.3581907663299,5,5,3,3,3,3,18.099432013638815,20.60307813467978,3.2006099040300775,1.3061687905248247,3.7532861243224325,Graduate,0,0,0,1
0,1,1,21,0,0,0,6,2,1,3,0,0,0,0,1,2,3,7,175.57183034460422,172.95160786401246,6,5,6,7,6,5,14.056669520676099,13.69411498072426,2.2985288852780075,1.1537980493520232,7.390576256741927,Dropout,0,1,0,0
1,1,1,21,0,0,1,4,2,7,7,1,1,0,0,5,5,2,2,164.73982715607855,171.9996049251292,4,4,4,4,2,3,16.94244854920551,17.48967399806091,2.1065996322561436,1.0638453403118415,7.352224512608966,Dropout,0,0,0,0
1,2,1,19,0,0,0,2,4,10,7,1,0,0,0,1,3,3,4,131.76010260612762,129.5529723791816,4,5,3,2,4,4,14.637207988934621,15.3624433020093,1.0032034867286055,1.9151710766524064,6.780942424581702,Graduate,0,0,0,1
1,1,1,18,0,1,0,1,5,10,6,1,1,0,0,1,2,2,7,153.79929941141495,147.77744977116515,5,5,5,5,5,5,14.470610518221182,13.925069922493472,-0.1803301454213604,1.3786792833111126,9.942089760375369,Graduate,0,0,0,0
1,1,1,20,0,0,0,2,4,3,3,0,1,0,0,2,2,3,2,166.36036380376527,161.78809402165803,6,6,4,4,5,4,15.0476966538964,16.055737169331938,3.446648180114698,1.6944589553486427,7.205588982774956,Graduate,2,0,0,0
0,1,1,43,1,1,0,1,3,7,2,1,1,0,0,1,1,2,2,129.4823941018276,134.5636654853728,5,4,3,4,1,1,13.066188362799075,13.099009081860542,1.8193096867898824,1.2771247302210458,4.495340399556772,Graduate,0,1,0,0
0,2,1,20,0,0,1,3,4,3,3,1,1,0,0,1,4,3,6,166.462461883696,167.68969867358595,5,5,5,5,1,2,12.764221310271292,11.817555880070486,3.090791814122309,1.7788519781966656,6.230287750950257,Dropout,0,0,0,0
1,1,2,18,0,1,1,3,5,7,10,0,1,0,0,1,1,1,6,133.14715902297274,139.68377273059986,3,2,4,4,3,2,16.331570163245715,17.4811212872029,1.8410343160312181,1.1042942203075974,5.710135599112303,Graduate,2,0,0,0
1,1,1,42,0,0,0,4,5,2,2,1,1,0,0,1,1,2,5,165.84004478154296,163.15686001692376,6,7,4,3,6,7,14.898946612594345,13.816144319639115,3.1144918157017627,1.790508768803008,2.6464108798639776,Graduate,0,0,0,0
0,1,1,17,0,0,0,6,2,2,7,0,0,0,0,2,3,1,4,125.99061247100104,119.8236377195574,4,3,4,3,4,3,15.264112324344424,14.234462253238773,1.7241870761581328,1.9284886404385042,4.711214926365149,Graduate,1,0,0,0
