Gender,Marital_Status,Nationality,Age_At_Enrollment,Debtor,Scolarship_Holder,Tuition_Fees_Up_To_Date,Mothers_Qualification,Fathers_Qualification,Mothers_Occupation,Fathers_Occupation,Displaced,Daytime/Evening Attendance,Educational Special Needs,International,Application Mode,Application Order,Previous Qualification,Course,Previous Qualification Grade,Admission Grade,Curricular units 1st sem (credited),Curricular units 2nd sem (credited),Curricular units 1st sem (enrolled),Curricular units 2nd sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 2nd sem (evaluations),Curricular units 1st sem (approved),Curricular units 2nd sem (approved),Curricular units 1st sem (grade),Curricular units 2nd sem (grade),Curricular units 1st sem (without evaluation),Curricular units 2nd sem (without evaluation),GDP,Inflation Rate,Unemployment Rate,Target
1,3,2,68,1,0,1,5,1,1,9,0,1,0,0,1,1,2,8,196.21,106.44,5,9,1,3,4,4,2,6,3.1,1.26,1,0,-0.16,3.67,9.51,Graduate
1,3,2,64,0,1,1,3,3,1,8,1,0,1,0,3,3,2,1,110.02,135.22,5,2,4,6,9,9,9,6,10.31,12.37,2,1,-4.82,-1.64,14.64,Dropout
1,2,1,33,1,1,0,2,3,4,2,1,1,0,0,2,3,4,1,183.5,98.96,14,9,2,10,2,7,8,7,12.38,10.9,4,3,0.68,4.37,18.89,Graduate
1,3,1,21,1,1,1,2,3,4,7,0,1,1,1,4,1,4,4,176.06,117.39,0,0,7,10,8,10,9,2,13.28,6.81,1,3,2.6,9.7,8.66,Enrolled
0,2,1,68,0,1,1,1,2,9,8,1,1,0,0,2,4,2,2,189.98,134.32,4,0,5,4,5,1,5,2,5.9,2.72,4,5,-2.72,2.68,9.28,Enrolled
0,2,1,60,1,1,0,5,2,9,3,1,0,1,1,2,2,4,3,198.96,143.83,10,0,9,6,5,2,9,6,18.83,16.2,5,0,-4.71,4.47,11.56,Graduate
0,2,2,27,0,1,1,5,2,4,3,0,1,0,0,4,5,1,2,144.01,108.5,6,4,10,1,8,0,8,7,12.99,15.66,4,4,1.48,7.72,6.56,Enrolled
0,3,1,56,1,1,0,3,3,4,6,1,1,0,1,2,3,4,2,108.51,193.32,8,1,3,7,0,4,0,1,2.69,14.18,3,4,2.0,0.53,7.58,Dropout
0,2,1,54,1,0,1,4,6,1,9,1,0,1,0,5,4,3,2,174.43,130.58,3,1,8,1,1,10,7,3,0.67,5.97,1,5,-3.42,4.36,13.39,Graduate
0,3,1,62,0,0,0,4,1,8,1,1,0,1,1,4,1,1,6,198.21,107.39,1,6,9,6,8,6,0,10,0.03,12.46,3,4,-3.72,3.54,17.31,Dropout
1,2,1,42,0,1,1,2,5,9,3,1,1,0,1,5,2,3,7,161.32,136.15,8,4,2,8,8,8,1,6,3.6,4.12,0,3,-2.35,2.86,6.76,Enrolled
0,3,1,49,1,0,1,4,6,5,7,0,1,1,0,4,2,1,5,179.91,178.68,5,2,10,7,3,10,8,4,18.73,17.52,3,2,-0.39,2.83,7.46,Enrolled
0,3,2,63,1,0,1,2,2,1,4,1,0,0,0,2,2,3,1,106.07,98.09,1,1,1,5,7,3,1,18,5.69,9.26,2,3,1.63,0.14,15.75,Dropout
0,2,1,39,1,0,1,2,6,9,6,1,1,0,1,2,2,3,7,178.07,198.54,7,0,3,1,6,5,9,1,18.15,13.17,5,1,1.05,-0.56,18.51,Dropout
0,3,2,54,0,0,0,2,1,9,1,1,0,0,0,2,4,3,7,149.12,234.54000000000002,4,6,3,1,8,0,0,7,12.41,6.34,3,4,1.42,-0.72,15.44,Enrolled
1,2,1,57,0,1,1,4,3,7,10,1,1,1,0,3,2,1,3,162.73,97.08,4,4,3,1,6,10,1,2,7.37,3.28,4,0,-3.1,4.66,16.11,Enrolled
0,3,1,44,0,0,0,6,6,5,1,0,1,1,0,5,2,4,3,104.43,175.2,0,3,5,1,3,3,7,1,16.19,14.42,4,4,0.49,3.23,15.1,Dropout
1,1,2,20,0,0,1,6,3,5,7,0,0,0,0,2,2,3,8,167.73,170.35,10,6,4,8,4,4,9,6,3.24,5.53,0,4,-3.99,14.715,19.47,Dropout
1,2,1,46,0,1,1,3,1,3,5,0,0,0,1,4,4,4,5,102.46,186.2,6,8,1,5,7,4,2,2,14.17,1.3,2,4,-2.55,-1.65,10.3,Graduate
1,3,2,20,1,0,1,2,5,6,4,0,0,0,1,4,4,4,8,186.18,170.18,10,4,3,6,8,3,10,0,3.62,1.04,0,0,1.02,3.08,11.96,Dropout
0,1,2,50,1,0,1,5,2,8,6,1,0,1,0,2,5,3,8,221.95499999999998,178.28,3,0,2,6,10,7,7,10,17.22,1.39,2,3,-2.33,-0.55,18.67,Enrolled
0,3,1,24,0,1,0,4,4,1,8,0,0,1,0,3,4,3,6,146.73,169.35,7,1,7,6,8,4,4,3,18.11,2.81,4,0,0.26,4.18,10.45,Dropout
1,3,2,46,1,1,0,5,3,2,10,0,1,1,1,2,1,1,1,182.31,133.71,6,5,7,4,9,6,0,4,6.18,27.884999999999998,5,4,0.88,5.64,7.65,Dropout
1,2,2,63,0,0,0,3,4,4,10,0,1,1,0,4,1,3,5,116.97,112.48,4,6,3,10,1,6,9,6,1.13,22.830000000000002,3,5,2.47,7.2,16.7,Enrolled
0,1,1,56,0,1,1,2,3,7,3,1,1,0,1,4,5,2,4,125.87,166.32,3,7,3,5,8,4,7,5,13.76,12.08,4,1,0.02,2.34,17.11,Dropout
1,3,2,28,1,0,1,2,2,5,10,0,0,0,1,2,2,3,2,116.32,193.78,10,1,5,9,9,4,3,2,15.9,1.57,3,4,-4.39,5.7,6.61,Dropout
1,3,1,49,0,1,0,3,5,8,4,1,0,1,0,1,3,3,7,97.82,131.35,5,6,3,7,0,10,2,3,13.78,15.02,1,2,2.36,9.49,18.49,Enrolled
1,1,2,39,0,1,1,6,5,3,4,0,0,1,0,3,4,4,2,151.29,132.48,8,5,5,9,3,0,5,0,16.64,6.38,3,4,4.31,1.2,10.69,Graduate
0,2,1,25,1,0,1,5,6,10,8,0,1,1,1,4,2,1,4,104.03,191.46,1,5,2,8,4,5,3,1,13.04,18.85,0,5,-2.46,8.33,10.43,Graduate
1,1,1,51,0,0,1,3,1,10,6,1,1,0,0,2,5,1,3,111.12,160.79,10,6,10,1,9,5,6,0,8.61,7.93,0,0,-1.46,2.74,17.84,Graduate
0,3,1,50,1,1,0,1,5,5,6,0,1,1,0,5,3,4,6,145.2,169.67,5,18,7,2,4,5,4,5,7.785,18.73,3,2,-1.33,3.62,17.59,Graduate
1,3,1,50,0,1,0,2,6,4,4,1,0,0,1,3,1,1,8,109.91,152.27,9,1,4,9,4,10,8,10,3.88,17.83,3,5,3.41,2.81,14.75,Dropout
0,1,2,36,0,1,1,2,3,1,1,0,1,1,0,4,3,2,1,100.73,163.2,3,6,6,1,6,4,6,18,15.16,19.27,2,4,3.0,-1.14,6.08,Graduate
0,2,2,40,0,1,0,2,5,3,7,0,0,1,0,2,5,1,8,95.99,142.09,3,0,2,3,4,3,7,9,6.61,9.91,6,0,-2.58,5.46,7.83,Enrolled
0,2,2,49,0,0,0,5,1,6,7,1,0,1,1,2,5,1,8,98.15,175.76,6,0,8,4,6,6,9,7,16.7,7.07,0,0,2.67,-0.46,8.32,Graduate
1,2,2,46,0,0,0,2,4,10,8,0,1,1,0,2,2,2,1,95.81,150.66,6,9,8,1,2,4,0,2,9.44,14.52,5,5,4.29,5.14,9.94,Dropout
0,2,1,18,1,1,0,3,5,2,6,1,1,0,0,1,1,3,6,194.83,154.4,7,8,7,2,2,1,10,0,6.34,2.05,1,2,-1.85,2.76,5.11,Enrolled
0,1,2,36,1,1,0,4,6,2,9,0,0,0,1,1,1,4,4,97.44,133.43,7,0,8,3,0,7,2,3,4.36,14.56,4,5,2.71,7.93,11.2,Dropout
0,3,2,20,1,0,0,4,6,10,8,1,1,0,1,2,2,3,2,154.58,145.41,6,2,3,1,3,0,4,2,2.2,8.2,2,2,-1.83,8.78,18.08,Enrolled
1,3,2,38,1,0,1,6,4,6,1,0,0,1,1,5,1,3,2,129.07,196.87,6,2,3,4,10,7,4,3,3.06,6.98,3,0,-1.37,3.6,6.21,Enrolled
1,1,1,38,0,1,0,4,2,9,10,0,0,1,1,3,3,2,5,147.69,160.32,0,10,7,1,9,10,2,5,1.21,13.08,0,1,1.37,-0.32,7.39,Graduate
1,3,1,26,0,1,1,2,5,4,4,0,1,1,0,5,3,4,5,171.56,122.16,5,0,3,4,10,10,3,7,14.89,18.5,0,5,3.11,8.49,17.86,Dropout
1,3,1,33,0,1,0,2,4,8,5,0,1,0,0,3,4,2,2,161.94,152.4,3,3,10,2,1,9,7,10,3.87,3.68,4,1,4.53,-1.02,19.17,Graduate
1,2,1,20,1,1,0,3,3,1,10,0,1,0,0,5,4,3,3,125.63,100.09,7,6,7,6,3,5,10,3,19.15,11.16,3,0,-0.04,6.72,12.06,Dropout
1,1,2,23,1,0,1,5,3,7,6,1,0,1,0,1,4,1,7,263.085,184.02,4,0,10,1,4,3,10,8,14.57,9.79,4,1,-0.51,6.01,5.93,Graduate
0,3,2,38,0,0,1,6,4,9,8,0,1,1,0,4,4,4,2,138.76,160.79,7,1,10,8,3,9,10,8,6.06,13.72,1,0,-1.24,2.55,19.68,Dropout
1,3,2,69,0,1,0,3,6,6,4,0,0,0,1,1,1,2,8,152.49,143.16,1,5,1,1,1,2,0,10,7.62,4.91,4,3,-4.63,2.95,17.66,Dropout
1,3,1,46,1,0,1,3,6,7,3,0,1,0,0,1,5,1,6,152.34,132.99,1,10,7,2,9,8,5,2,13.71,9.84,0,4,3.25,4.31,13.94,Dropout
1,3,1,56,0,1,0,4,6,2,10,1,1,1,1,5,3,4,8,121.49,107.42,0,8,1,7,3,1,3,9,13.27,8.46,0,4,3.46,-1.97,16.66,Dropout
0,2,2,53,0,0,1,4,6,6,7,1,1,1,0,3,5,4,3,98.74,181.53,10,10,8,8,9,5,6,7,11.27,17.01,3,2,-3.24,9.43,13.72,Graduate
0,3,1,18,0,1,1,4,2,3,10,0,1,1,0,2,4,1,6,129.53,142.3,8,10,6,4,1,2,5,1,8.14,14.84,5,3,4.78,3.17,16.86,Dropout
1,1,1,53,1,1,1,5,6,3,5,1,0,1,1,2,1,3,4,160.97,97.54,9,6,10,8,9,8,9,0,13.1,2.96,4,2,3.62,8.26,5.95,Graduate
1,3,1,33,0,0,0,1,3,7,1,0,1,0,0,5,1,2,5,169.29,199.99,7,5,8,5,6,8,9,2,1.79,5.62,3,4,-3.135,4.12,14.2,Graduate
0,1,1,39,1,0,1,4,3,7,5,1,0,1,1,2,2,2,6,102.34,156.14,5,10,5,3,3,10,5,9,7.74,6.15,8,0,0.82,2.74,18.12,Enrolled
0,1,2,59,0,1,1,3,1,10,5,0,1,1,0,3,5,3,1,143.66,256.98,2,5,2,8,4,10,8,16,10.56,0.55,4,2,-1.08,-0.54,19.04,Graduate
0,1,2,51,1,0,0,1,4,2,2,1,0,0,1,2,1,2,6,186.12,124.71,2,5,7,1,3,5,4,5,16.48,12.92,0,4,3.73,8.295,10.44,Dropout
1,3,1,39,0,1,0,3,2,7,4,1,0,1,0,3,2,2,3,166.76,194.04,5,8,10,10,6,7,0,5,5.79,7.66,1,0,2.19,1.32,10.54,Graduate
0,1,2,26,0,0,0,3,4,9,5,1,1,1,0,5,3,2,5,170.87,178.86,0,10,3,7,8,5,7,1,0.74,3.94,2,1,0.12,1.86,7.01,Graduate
1,3,2,36,1,0,1,5,4,9,4,1,1,0,1,1,5,2,2,188.54,96.19,7,6,7,8,0,5,4,7,19.22,13.07,2,2,-2.57,7.09,6.71,Enrolled
1,1,1,28,1,1,0,1,3,5,3,1,1,0,1,3,2,2,5,198.64,187.995,5,0,6,4,1,0,4,4,14.8,5.65,4,0,2.23,3.69,10.73,Graduate
1,2,1,60,0,0,0,4,6,8,5,1,0,0,1,3,5,2,8,210.18,153.21,10,9,10,3,1,10,1,7,3.33,10.69,1,0,2.95,7.68,6.15,Enrolled
1,3,2,20,0,0,0,6,5,3,3,0,1,0,0,3,2,1,6,143.15,148.36,7,5,6,1,1,4,4,8,16.54,18.84,4,0,-4.72,9.33,5.48,Dropout
1,3,2,38,0,0,1,4,4,3,5,1,0,0,0,2,3,4,6,138.75,155.02,7,9,10,7,1,10,6,4,7.2,12.96,2,3,0.93,6.36,10.56,Dropout
0,2,2,29,1,1,1,3,6,3,5,0,0,0,0,1,2,1,8,197.0,120.58,9,4,8,6,0,10,7,6,16.04,13.97,2,1,0.78,5.11,19.52,Enrolled
1,3,1,70,0,0,1,4,2,1,8,1,0,0,0,5,3,2,5,124.7,193.44,1,4,3,4,8,7,2,6,10.11,5.22,2,2,0.32,2.05,19.75,Dropout
0,2,1,55,1,0,1,1,2,1,3,1,1,0,0,4,4,1,8,191.66,188.36,4,4,7,4,5,10,4,8,12.66,13.11,1,3,-4.82,9.56,9.66,Graduate
0,3,2,42,1,1,0,3,2,9,7,1,1,0,1,5,4,1,1,132.41,163.43,2,5,3,7,0,3,8,9,2.95,13.57,3,5,-2.73,1.94,15.88,Graduate
0,2,1,64,1,0,1,6,2,1,10,1,0,0,1,3,3,1,5,150.91,146.9,5,4,6,1,6,10,4,0,12.95,2.63,4,1,-2.6,6.75,19.03,Graduate
1,3,1,40,0,0,1,5,3,4,8,0,0,1,0,3,1,1,5,182.31,168.28,9,6,4,10,5,6,3,14,6.08,7.32,3,2,0.39,2.82,16.94,Graduate
1,2,2,40,0,1,1,4,4,9,2,1,0,1,1,4,3,3,1,199.05,158.94,7,7,10,10,1,9,2,3,5.17,7.4,1,3,-1.61,-0.6,7.06,Graduate
0,3,1,24,0,0,0,6,2,7,3,0,0,1,0,3,3,1,6,176.98,146.24,8,9,5,5,2,0,6,5,9.61,18.1,0,0,1.29,-1.0,11.23,Enrolled
1,1,2,49,0,1,0,2,3,10,4,0,0,1,0,4,4,2,5,155.58,185.72,3,9,2,4,1,5,4,1,4.25,12.91,5,1,-1.33,9.45,12.0,Graduate
0,1,2,59,0,0,1,4,1,6,9,1,1,1,1,1,5,3,1,135.3,173.35,7,0,4,4,10,0,3,4,3.85,14.2,4,3,-2.8,5.08,14.63,Graduate
1,3,2,33,1,1,0,4,2,2,1,1,0,1,0,5,4,2,4,117.91,120.47,3,1,10,4,1,4,4,10,16.37,10.68,2,1,2.28,2.685,9.29,Dropout
1,2,2,52,1,0,0,2,5,6,4,1,1,0,0,3,5,2,5,132.81,140.07,5,8,1,5,6,9,2,8,19.81,13.22,3,4,-1.95,1.98,16.28,Enrolled
1,1,2,52,1,0,1,2,2,4,5,0,0,1,0,1,4,3,8,113.87,192.82,1,10,1,8,1,2,14,7,3.23,5.78,0,0,-0.77,8.3,13.02,Enrolled
1,1,1,88,0,1,0,1,2,1,3,1,1,1,0,2,4,1,3,143.71,99.76,8,0,2,4,4,4,10,0,0.88,9.61,5,0,-1.43,5.57,18.63,Dropout
1,1,1,31,0,0,0,5,6,4,7,0,1,0,0,3,4,2,3,165.1,178.41,8,9,4,8,0,10,5,6,8.73,11.38,0,3,1.32,3.16,17.67,Enrolled
1,2,1,21,1,0,0,1,4,10,6,1,1,1,1,5,2,1,4,185.64,98.94,7,0,6,9,2,4,8,2,0.45,8.05,5,4,-3.54,0.63,13.92,Graduate
0,1,2,46,1,1,1,4,1,9,8,1,1,1,1,4,4,2,4,135.57,121.57,2,6,10,4,5,6,0,8,14.21,15.69,4,1,0.25,2.66,9.68,Graduate
0,2,2,26,1,1,1,1,2,5,1,1,0,1,0,5,4,2,1,161.04,150.86,7,2,1,8,2,9,10,10,12.8,17.92,2,2,-4.6,3.61,5.73,Dropout
0,3,1,61,1,1,0,6,6,6,5,1,0,0,0,1,2,3,5,145.85,113.6,7,5,6,7,8,1,9,3,14.09,8.34,1,3,-2.43,5.41,9.53,Dropout
1,2,2,47,1,0,0,1,4,8,4,0,1,0,1,1,5,3,7,150.38,108.14,8,9,9,4,5,0,5,7,12.72,14.04,1,4,-4.49,7.12,13.97,Graduate
0,2,1,17,0,0,1,2,5,9,4,0,1,1,1,1,3,1,1,140.35,144.08,7,2,2,2,0,2,8,4,10.49,16.049999999999997,0,1,-3.64,2.07,5.09,Enrolled
1,3,2,20,0,1,0,1,5,3,2,1,1,1,1,2,3,3,8,143.32,175.57,5,5,9,10,10,1,6,7,19.02,9.7,4,2,2.62,-0.65,9.54,Graduate
0,3,2,66,1,1,0,5,5,8,3,0,0,1,1,2,3,1,7,159.38,141.0,1,2,7,4,6,5,2,8,2.55,16.95,1,5,-0.135,2.07,15.51,Enrolled
0,2,1,29,1,0,0,1,6,6,6,1,0,0,0,5,5,4,5,184.92,166.79,9,5,1,5,3,7,3,2,7.06,5.96,5,3,3.07,6.78,16.44,Graduate
1,2,1,48,1,1,0,2,4,5,5,0,1,0,1,2,5,4,6,145.56,135.57,3,1,7,8,2,8,4,2,19.28,8.87,4,5,4.84,5.82,12.47,Dropout
0,3,2,45,1,0,0,3,6,4,10,0,1,0,0,3,5,2,6,176.73,114.79,7,3,8,7,8,5,10,8,14.5,9.83,2,5,1.42,0.12,10.82,Enrolled
0,1,2,48,0,1,1,2,5,4,9,0,0,0,1,1,5,2,1,119.28,138.46,4,6,8,2,9,0,8,1,2.39,22.455000000000002,3,4,-2.26,6.98,11.83,Graduate
0,3,2,45,0,1,1,6,3,2,1,1,1,1,1,3,4,3,8,177.42,155.79,8,1,5,6,8,0,10,3,1.8,7.67,3,0,4.93,1.96,19.88,Enrolled
0,1,2,42,0,0,1,3,6,6,6,1,1,0,1,3,5,4,1,133.96,103.88,8,7,2,9,20,2,3,0,10.45,19.31,5,3,-4.24,3.48,5.01,Enrolled
1,3,2,34,0,0,0,6,1,7,2,1,0,0,0,2,3,3,7,155.41,182.61,7,2,10,1,3,1,0,10,2.35,5.85,2,0,-4.58,0.15,9.07,Enrolled
0,3,1,43,1,1,1,4,6,9,7,0,1,1,1,5,4,3,4,196.17,104.74,0,1,5,3,8,4,2,9,5.21,7.26,2,3,0.26,6.29,17.65,Enrolled
0,2,2,25,0,0,1,1,4,5,2,1,1,1,1,2,1,1,6,156.92,191.56,2,6,6,5,4,10,9,6,7.07,14.13,3,3,1.04,1.24,14.64,Enrolled
0,1,2,53,0,0,0,1,2,5,5,1,1,0,0,1,2,3,3,190.47,187.0,6,1,2,2,20,10,2,1,15.76,5.56,3,5,4.02,11.22,7.44,Dropout
0,3,1,37,1,0,0,2,4,3,10,0,0,1,1,2,2,1,7,118.01,182.86,0,4,3,2,0,1,9,0,7.28,3.59,3,1,1.66,-0.74,16.49,Enrolled
0,1,1,33,1,0,0,4,5,7,8,1,1,1,0,2,5,1,2,154.58,147.16,1,2,5,10,8,4,0,10,7.06,16.88,4,1,2.17,5.31,7.59,Enrolled
1,3,2,44,1,0,1,5,6,2,8,0,1,1,1,3,5,1,1,195.555,98.2,3,18,8,8,9,3,5,4,1.43,1.51,2,3,-0.23,3.9,8.11,Enrolled
1,2,2,30,0,1,1,4,6,2,1,0,0,1,1,2,5,3,2,108.21,197.84,1,10,9,10,5,5,8,10,2.53,18.02,0,5,-1.07,-1.27,6.82,Graduate
0,2,2,48,0,1,1,3,5,8,9,1,0,1,1,2,3,3,2,103.6,148.7,8,9,3,5,6,6,4,10,10.51,14.87,2,4,-4.08,5.51,19.16,Graduate
1,2,1,67,0,0,0,3,5,6,3,0,1,1,0,4,3,4,7,155.06,126.76,2,0,6,1,10,7,9,8,7.04,2.45,0,3,-0.52,-1.14,7.39,Graduate
1,2,1,28,1,1,1,1,4,9,4,1,0,1,1,3,2,1,5,184.36,173.21,9,5,5,5,8,7,0,4,14.44,4.75,0,2,0.22,8.56,9.43,Graduate
1,3,1,26,1,0,0,5,5,7,4,0,1,0,1,3,5,3,2,145.21,128.2,5,8,3,10,9,9,2,7,0.84,17.33,0,4,3.25,7.28,7.7,Enrolled
1,2,2,24,0,1,0,6,5,6,9,1,0,1,0,1,1,2,5,183.15,150.82,4,1,4,9,7,2,4,9,2.53,14.2,2,3,-1.44,9.46,17.32,Dropout
1,3,2,51,1,0,1,3,1,4,9,0,1,0,0,4,4,4,6,104.84,115.67,5,7,2,10,10,6,1,7,16.06,17.02,4,2,-1.67,3.95,13.97,Enrolled
0,3,2,49,0,1,0,6,6,9,8,0,0,1,0,1,5,4,3,137.49,176.28,3,9,8,7,1,10,1,0,0.61,17.41,5,2,2.85,-0.43,5.51,Dropout
0,1,2,52,0,0,1,3,5,1,9,1,0,0,1,5,3,3,8,108.83,164.92,6,8,4,2,3,0,5,6,18.2,7.18,4,1,3.8,4.5,14.23,Dropout
0,2,2,27,1,1,1,6,1,10,10,0,1,1,0,4,5,1,8,99.06,135.4,8,2,2,2,18,1,6,7,10.65,7.21,2,5,-3.74,9.31,10.43,Dropout
1,2,2,72,1,1,0,2,2,10,10,0,1,1,1,4,1,4,8,118.38,159.86,4,5,9,6,5,1,0,1,1.96,19.01,5,2,3.21,-0.06,18.3,Dropout
1,3,1,30,0,0,0,3,3,8,6,1,0,1,1,3,3,3,2,153.57,111.19,8,6,10,9,6,6,8,4,14.13,8.15,3,2,4.25,3.42,5.87,Graduate
0,1,1,66,0,0,1,6,5,6,9,1,1,1,1,2,5,2,7,149.52,128.33,5,0,9,7,6,0,1,1,18.5,11.24,4,2,-0.48,3.86,17.57,Dropout
1,2,2,37,0,0,0,2,3,3,6,0,0,1,0,2,1,1,7,137.17,114.38,3,7,8,10,5,0,1,7,7.83,7.06,0,4,3.86,9.01,11.73,Graduate
1,1,1,29,0,0,0,6,1,1,2,1,1,0,0,3,5,1,1,140.28,122.18,2,4,9,10,0,1,6,9,6.75,13.23,0,0,0.08,3.7,13.4,Graduate
1,1,1,56,1,0,0,4,6,3,2,0,1,0,0,1,4,2,5,135.4,189.97,7,4,10,2,3,2,2,7,17.46,12.84,3,5,-4.39,3.98,12.65,Enrolled
1,2,2,49,0,0,1,1,1,7,2,1,0,0,1,3,3,3,2,172.75,163.69,7,6,3,2,6,1,5,2,13.64,12.17,0,3,-4.8,9.22,17.06,Dropout
0,3,1,50,1,0,1,2,2,7,8,1,1,1,0,5,3,2,8,139.97,166.64,10,5,3,3,10,3,2,6,8.9,3.27,2,2,-2.88,3.46,16.99,Dropout
0,3,1,19,0,0,0,3,2,10,7,1,1,0,0,2,5,2,2,168.69,169.92,4,10,5,16,1,10,6,9,3.07,14.0,0,4,-2.03,5.36,14.09,Dropout
1,3,2,65,1,0,0,5,4,8,1,0,1,0,1,4,5,3,8,107.27,160.0,3,1,8,8,1,2,4,3,12.68,11.91,1,1,1.55,6.64,12.52,Graduate
1,1,1,54,1,0,0,5,1,1,1,1,0,0,0,2,1,4,8,97.55,137.21,6,1,10,5,6,0,0,7,16.75,3.8,4,3,4.98,9.81,9.72,Enrolled
1,2,1,58,1,1,1,5,1,2,6,1,0,0,0,4,2,1,1,185.28,174.68,6,1,7,9,5,5,3,10,17.13,9.72,5,4,-1.72,2.97,15.11,Enrolled
0,1,2,51,1,0,0,3,6,10,4,0,0,0,0,5,4,3,7,145.44,151.51,7,1,9,9,7,1,4,7,13.15,7.6,2,1,0.03,7.9,5.04,Enrolled
1,1,1,28,1,1,0,5,5,8,5,0,0,0,0,3,3,4,8,181.29,160.47,7,0,4,6,9,0,7,5,19.91,2.23,4,2,-1.05,1.25,7.14,Dropout
0,2,2,48,0,1,0,2,1,10,8,0,0,1,0,5,5,3,3,159.47,169.86,7,9,4,3,9,6,10,10,17.78,5.21,0,10,-0.26,2.49,14.63,Dropout
0,3,1,54,0,1,1,1,5,4,5,1,0,1,0,4,2,4,5,179.57,189.54,9,0,4,8,10,3,1,6,7.28,1.29,5,5,1.88,1.62,11.53,Enrolled
1,1,2,66,1,1,1,2,6,3,5,0,1,0,1,4,5,2,1,171.12,159.93,3,9,8,1,0,8,9,4,16.38,2.01,2,5,-0.02,1.83,8.7,Enrolled
0,3,1,68,0,0,0,5,5,9,2,0,0,1,1,3,2,1,2,182.74,113.5,8,8,4,5,2,2,2,7,6.8,11.02,2,2,-4.13,9.94,12.42,Graduate
0,1,2,27,0,0,0,6,4,2,8,0,1,1,0,3,2,2,2,106.66,130.79,2,9,4,3,1,9,3,2,19.65,12.09,0,4,-4.28,3.46,7.66,Graduate
0,1,2,23,1,0,0,1,5,5,5,1,0,1,1,1,5,3,5,122.71,198.0,9,10,8,3,4,6,5,7,7.35,8.85,2,2,-3.81,3.02,5.59,Enrolled
1,2,1,64,1,1,1,2,1,3,1,0,0,0,0,3,1,2,2,177.95,135.82,0,8,7,6,8,7,9,6,7.56,18.04,0,5,-1.86,9.21,8.61,Graduate
1,1,2,28,1,1,0,4,2,10,5,0,0,0,1,3,1,3,4,166.93,158.02,0,4,8,8,5,0,6,5,12.19,17.03,0,2,0.58,3.3,10.62,Enrolled
0,1,2,25,1,0,1,1,1,1,2,1,1,1,1,5,5,1,4,192.37,144.75,3,10,6,9,0,4,8,4,0.78,17.91,5,2,-1.21,2.7,9.29,Graduate
0,2,1,61,1,1,0,6,4,4,4,1,1,1,1,1,1,2,3,194.64,163.93,4,10,10,5,3,7,8,2,19.32,14.1,2,3,-0.91,7.85,19.02,Dropout
1,2,2,56,1,1,1,1,1,5,8,1,1,1,1,4,5,3,1,174.52,115.97,6,7,2,1,1,5,1,8,15.01,9.35,3,4,3.17,1.15,10.17,Enrolled
1,2,1,31,0,0,1,2,6,10,1,0,0,1,1,1,1,1,1,188.41,169.9,5,0,3,6,10,3,10,10,5.68,15.86,1,4,4.24,10.0,17.02,Graduate
1,2,1,41,1,0,1,4,2,9,7,0,0,1,1,4,5,1,3,191.15,97.88,2,10,7,3,4,4,7,2,7.71,10.04,3,3,-2.41,3.93,5.59,Graduate
0,3,2,52,1,1,0,3,3,1,9,0,0,1,1,5,5,3,3,198.49,164.15,10,5,4,10,9,0,1,9,6.63,6.92,4,0,-1.52,5.26,6.76,Dropout
0,1,2,38,0,1,0,6,1,9,9,0,1,0,0,2,2,4,5,189.62,117.02,9,2,5,4,1,6,3,2,6.03,12.5,3,4,2.08,8.27,18.32,Enrolled
0,1,2,28,1,0,0,4,5,4,4,0,1,1,0,1,4,1,6,171.56,115.48,9,0,10,5,3,1,0,8,19.61,10.85,2,3,-3.52,9.58,8.91,Dropout
1,3,2,19,1,1,1,2,3,7,5,0,0,1,0,4,4,3,2,152.67,118.1,6,6,5,5,0,2,5,6,5.34,0.17,0,2,2.66,5.35,17.2,Graduate
1,2,2,38,0,0,0,2,6,10,9,0,0,0,0,1,4,2,2,177.05,175.26,9,4,7,3,7,18,8,5,11.95,5.06,2,5,2.05,-1.53,18.25,Enrolled
0,3,1,29,1,1,1,1,6,4,2,0,1,1,0,3,3,4,2,155.22,166.17,5,8,3,10,3,9,3,1,7.92,10.84,4,4,-3.77,3.2,7.46,Dropout
0,3,1,35,0,1,0,3,1,1,10,1,0,0,1,4,4,4,3,157.66,132.48,3,8,4,8,0,9,2,3,2.15,5.14,2,0,1.5,3.31,10.89,Enrolled
1,3,1,72,1,1,1,3,1,2,10,0,1,0,0,3,1,1,8,141.97,179.64,3,5,8,8,6,6,1,5,2.21,16.71,4,1,1.9,9.43,9.13,Graduate
0,3,1,58,1,1,1,2,5,9,3,0,0,0,0,1,2,2,7,121.66,150.67,0,4,5,5,4,1,9,4,13.67,1.32,0,1,-3.33,9.98,14.01,Enrolled
1,2,2,59,0,0,0,1,4,7,1,0,0,0,0,5,4,2,7,140.69,118.92,9,2,5,6,4,3,2,3,2.62,17.82,0,5,-0.2,7.56,13.14,Enrolled
1,2,2,38,1,1,1,4,3,9,3,0,0,0,1,4,4,1,5,194.02,95.23,8,4,3,9,9,4,1,10,4.62,4.4,0,1,2.81,9.61,6.04,Graduate
