"Marital_status","Application_mode","Application_order","Course","Daytime/evening_attendance	","Previous_qualification","Previous_qualification_(grade)","Nationality","Mothers_qualification","Fathers_qualification","Mothers_occupation","Fathers_occupation","Admission_grade","Displaced","Educational_special_needs","Debtor","Tuition_fees_up_to_date","Gender","Scholarship_holder","Age_at_enrollment","International","Curricular_units_1st_sem_(credited)","Curricular_units_1st_sem_(enrolled)","Curricular_units_1st_sem_(evaluations)","Curricular_units_1st_sem_(approved)","Curricular_units_1st_sem_(grade)","Curricular_units_1st_sem_(without_evaluations)","Curricular_units_2nd_sem_(credited)","Curricular_units_2nd_sem_(enrolled)","Curricular_units_2nd_sem_(evaluations)","Curricular_units_2nd_sem_(approved)","Curricular_units_2nd_sem_(grade)","Curricular_units_2nd_sem_(without_evaluations)","Unemployment_rate","Inflation_rate","GDP","Target","Completed_exams_ratio","Passed_exams_ratio","CU_enrolled_1st_sem_winsorized","CU_enrolled_2nd_sem_winsorized","CU_evaluations_1st_sem_winsorized","CU_evaluations_2nd_sem_winsorized","CU_approved_1st_sem_winsorized","CU_approved_2nd_sem_winsorized","CU_grade_1st_sem_clean","CU_grade_2nd_sem_clean","PC1","PC2","PC3"
2,3,1,3,0,2,133.1,1,5,5,7,7,114,0,0,0,1,0,0,44,0,2,8,11,8,11.875,0,0,6,7,6,12.3333333333333,0,12.7,3.7,-1.7,"Graduate",100,77.7777777777778,8,6,11,7,8,6,11.875,12.3333333333333,1.37943774319937,0.268669504221888,-0.960775254796913
1,5,1,6,1,2,130,2,4,4,7,1,137,1,0,0,1,1,0,19,1,0,5,9,5,14,0,0,5,11,3,13.25,0,13.9,-0.3,0.79,"Enrolled",80,40,5,5,9,11,5,3,14,13.25,-0.422620934011018,-0.534316138985363,1.78155341954361
1,1,5,3,1,2,135,1,5,5,3,3,124.9,1,0,0,1,0,0,18,0,0,6,6,6,13.6666666666667,0,0,6,6,6,13.3333333333333,0,8.9,1.4,3.51,"Graduate",100,100,6,6,6,6,6,6,13.6666666666667,13.3333333333333,1.40864287073017,-1.97116944572611,-0.329188912521995
1,1,5,1,1,2,132,1,5,5,5,5,120.3,1,0,0,1,0,1,18,0,0,7,7,7,13.75,0,0,8,9,8,14.4777777777778,0,12.4,0.5,1.79,"Graduate",100,93.75,7,8,7,9,7,8,13.75,14.4777777777778,2.8143027673481,-0.547018231246701,0.00368086859499315
1,1,1,2,1,2,135,1,2,2,7,1,134.3,1,0,0,1,0,0,19,0,0,5,7,5,14.2,2,0,5,7,5,13.8,0,12.7,3.7,-1.7,"Enrolled",100,71.4285714285714,5,5,7,7,5,5,14.2,13.8,0.557961539509784,-2.09455284136769,0.897302096890302
1,1,4,1,1,2,115,1,1,1,1,1,111.5,1,0,1,0,0,0,19,0,0,7,10,4,11.96,0,0,7,7,0,0,0,13.9,-0.3,0.79,"Dropout",28.5714285714286,23.5294117647059,7,7,10,7,4,0,11.96,12.19056,-1.87811143308498,0.901178429310164,0.270795043958912
1,4,1,2,1,1,130,1,4,4,7,7,128.8,0,0,0,1,0,0,21,0,7,10,12,8,12.875,0,4,9,14,5,13.4,0,8.9,1.4,3.51,"Dropout",68.4210526315789,50,10,9,12,14,8,5,12.875,13.4,2.13612477129761,3.19712750524862,0.486961001802729
3,3,1,7,1,4,133.1,1,5,5,7,4,160,0,0,0,1,0,0,43,0,13,18,19,18,14.6315789473684,0,10,13,14,13,14.2307692307692,1,15.5,2.8,-4.06,"Graduate",100,93.9393939393939,11,10,16,14,9,8,14.6315789473684,14.2307692307692,4.74021239313969,3.57086719098949,0.833825922979731
1,2,1,5,1,2,130,1,1,1,1,6,122.2,0,0,1,1,0,0,20,0,4,10,12,10,13,0,5,11,11,11,12.2727272727273,0,11.1,0.6,2.02,"Graduate",100,91.304347826087,10,10,12,11,9,8,13,12.2727272727273,3.64208735633908,2.57196262578245,-1.09403708542973
1,1,1,2,1,2,113,1,2,2,2,2,106.7,1,0,0,1,0,0,20,0,0,6,15,4,14.2,0,0,6,17,4,13.25,0,15.5,2.8,-4.06,"Dropout",66.6666666666667,25,6,6,15,15,4,4,14.2,13.25,-0.140182676653462,1.94697327833966,2.80936543848651
1,1,5,1,1,2,111,1,1,1,2,1,108.2,1,0,0,1,0,0,20,0,2,7,9,6,13.2666666666667,0,0,7,10,5,12.3,0,12.4,0.5,1.79,"Dropout",78.5714285714286,57.8947368421053,7,7,9,10,6,5,13.2666666666667,12.3,0.71849931386805,0.503826961417811,0.152472146876434
1,1,2,3,1,2,133.1,1,3,3,7,1,107,1,0,0,1,0,0,20,0,0,7,12,6,11.6666666666667,0,0,7,10,3,13,0,16.2,0.3,-0.92,"Enrolled",64.2857142857143,40.9090909090909,7,7,12,10,6,3,11.6666666666667,13,-0.145037734377907,1.3952003784877,0.405116902078194
1,1,1,3,1,2,142,1,5,5,4,5,136.1,1,0,0,1,0,0,18,0,0,6,8,6,13.8571428571429,0,0,6,6,6,15,0,13.9,-0.3,0.79,"Graduate",100,85.7142857142857,6,6,8,6,6,6,13.8571428571429,15,1.64281908623292,-1.76539090904533,0.641219266746449
1,1,2,4,1,2,123,1,2,2,2,5,115.3,1,0,0,1,0,1,18,0,0,5,9,3,13,0,0,5,11,3,11,0,8.9,1.4,3.51,"Enrolled",60,30,5,5,9,11,3,3,13,11,-1.81764529724415,0.0796571440884252,0.864116927743886
1,1,1,2,1,2,131,1,3,3,7,7,139.8,1,0,0,1,0,0,19,0,0,5,6,5,13.4,0,0,5,5,5,12.8,0,10.8,1.4,1.74,"Graduate",100,90.9090909090909,5,5,6,5,5,5,13.4,12.8,0.357075637485722,-2.53071976917201,-0.266080060919479
1,1,3,3,1,2,158,1,2,2,2,5,157,1,0,0,1,0,0,18,0,0,6,6,6,12.6666666666667,0,0,6,7,6,12.5714285714286,0,10.8,1.4,1.74,"Graduate",100,92.3076923076923,6,6,6,7,6,6,12.6666666666667,12.5714285714286,0.97812380251913,-1.48363647257807,-0.798080018539847
1,1,2,1,1,2,122,1,5,5,7,7,131,1,0,0,1,0,0,18,0,0,7,7,6,12.5166666666667,1,0,7,7,6,12.5166666666667,1,7.6,2.6,0.32,"Dropout",85.7142857142857,85.7142857142857,7,7,7,7,6,6,12.5166666666667,12.5166666666667,1.09328732466973,-0.587686759446778,-0.948418279904322
1,2,1,1,1,2,130,1,4,4,7,3,100,0,0,0,1,0,0,20,0,0,7,11,6,11.6166666666667,0,0,7,7,7,13,0,13.9,-0.3,0.79,"Enrolled",92.8571428571429,72.2222222222222,7,7,11,7,6,7,11.6166666666667,13,1.15291046175924,0.242989749799311,-0.728555801877016
1,1,1,3,1,2,154,1,3,3,7,5,140.4,1,0,0,1,0,1,20,0,0,6,13,2,10,0,0,6,12,4,10.75,0,7.6,2.6,0.32,"Enrolled",50,24,6,6,13,12,2,4,10,10.75,-2.21116330702337,2.05443585146856,-0.0779711744386057
1,1,1,4,1,2,120,1,3,3,10,1,113.4,0,0,0,1,0,0,20,0,0,5,11,3,10.3333333333333,0,0,5,10,3,10.6666666666667,0,12.4,0.5,1.79,"Enrolled",60,28.5714285714286,5,5,11,10,3,3,10.3333333333333,10.6666666666667,-2.45449266320841,0.688114978217277,-0.202506263766088
1,1,2,2,1,2,140,1,5,5,7,5,137,0,0,0,1,0,0,18,0,0,5,12,5,13.1428571428571,2,0,5,6,5,11.4,0,9.4,-0.8,-3.12,"Graduate",100,55.5555555555556,5,5,12,6,5,5,13.1428571428571,11.4,-0.305766150591442,-0.757289538458641,0.13059916568675
1,1,1,4,1,2,127,1,1,1,2,3,121.8,0,0,0,1,0,0,18,0,0,5,5,5,12.6,0,0,5,5,5,14,0,11.1,0.6,2.02,"Graduate",100,100,5,5,5,5,5,5,12.6,14,0.536326869890513,-2.84498311269499,-0.322556756194811
1,1,1,8,1,2,133.1,1,2,2,2,3,131,1,0,0,1,0,0,21,0,0,6,12,3,11,0,0,6,12,2,11,0,9.4,-0.8,-3.12,"Dropout",41.6666666666667,20.8333333333333,6,6,12,12,3,2,11,11,-2.26524080834455,1.81171195099129,0.444212438759941
1,1,2,4,1,2,120,1,3,3,7,5,118.6,1,0,0,1,0,0,19,0,0,5,8,5,10.8,0,0,5,9,4,11.25,2,16.2,0.3,-0.92,"Graduate",90,52.9411764705882,5,5,8,9,5,4,10.8,11.25,-1.1170544348259,-0.508273683108899,-0.714789058583951
1,1,1,4,1,2,131,1,4,4,7,7,127.9,0,0,0,1,0,1,19,0,0,5,5,5,12.8,0,0,5,5,5,14.2,0,9.4,-0.8,-3.12,"Graduate",100,100,5,5,5,5,5,5,12.8,14.2,0.618811512878252,-2.90146356204877,-0.174784659252975
1,1,1,2,1,2,130,1,3,3,2,5,121.3,1,0,0,1,0,0,19,0,0,6,15,6,14.1666666666667,0,0,6,13,6,12.2,0,15.5,2.8,-4.06,"Graduate",100,42.8571428571429,6,6,15,13,6,6,14.1666666666667,12.2,0.901672320280862,1.44036468727982,1.66004294921946
1,1,6,1,1,2,122,1,2,2,2,3,117.1,1,0,0,1,0,0,19,0,0,7,12,5,12.1,0,0,7,0,0,0,0,13.9,-0.3,0.79,"Dropout",35.7142857142857,41.6666666666667,7,7,12,5,5,0,12.1,12.2866,-1.36563600879314,0.706815798679997,0.0750383024415286
1,4,1,2,1,3,160,1,5,5,7,7,160,1,0,0,1,0,0,20,0,1,6,7,6,14.1666666666667,0,1,6,17,5,13.7777777777778,0,12.4,0.5,1.79,"Graduate",91.6666666666667,45.8333333333333,6,6,7,15,6,5,14.1666666666667,13.7777777777778,0.932423668255758,0.166335147843781,1.76988645206662
1,1,1,3,1,2,146,1,3,3,7,1,145.3,1,0,0,1,0,1,18,0,0,6,8,5,12.8,0,0,6,7,5,13.4,0,9.4,-0.8,-3.12,"Enrolled",83.3333333333333,66.6666666666667,6,6,8,7,5,5,12.8,13.4,0.337359023690879,-0.976722288874694,0.134500989849637
1,1,3,3,1,2,131,1,2,2,3,1,122.6,1,0,0,1,0,0,18,0,0,6,7,6,13,0,0,6,6,6,13.6666666666667,0,12.4,0.5,1.79,"Graduate",100,92.3076923076923,6,6,7,6,6,6,13,13.6666666666667,1.25851921307413,-1.68651810156365,-0.310101215983987
1,1,6,1,1,2,132,1,2,2,6,7,128,1,0,0,1,0,0,19,0,0,7,7,7,13.4671428571429,0,0,8,9,8,15.0111111111111,0,12.4,0.5,1.79,"Graduate",100,93.75,7,8,7,9,7,8,13.4671428571429,15.0111111111111,2.86541549335223,-0.584853601900462,0.0824486900825176
1,1,3,1,1,2,138,1,3,3,3,6,124.9,1,0,0,1,0,1,18,0,0,7,9,7,13.2375,0,0,8,9,7,13.7428571428571,0,13.9,-0.3,0.79,"Dropout",93.3333333333333,77.7777777777778,7,8,9,9,7,7,13.2375,13.7428571428571,2.13933298089411,0.161838266739595,-0.0336412510796476
1,1,2,5,1,2,130,1,5,5,7,7,123.7,1,0,0,1,0,0,18,0,0,6,6,6,12.3333333333333,0,0,6,6,6,13,0,7.6,2.6,0.32,"Graduate",100,100,6,6,6,6,6,6,12.3333333333333,13,1.06429724280855,-1.73885786171468,-0.961771725443634
1,1,4,4,1,2,126,1,2,2,2,6,120.1,1,0,0,1,0,0,19,0,0,5,7,5,12.4,0,0,5,5,5,14.6,0,8.9,1.4,3.51,"Graduate",100,83.3333333333333,5,5,7,5,5,5,12.4,14.6,0.440917742166475,-2.41246619429862,0.140385202877805
1,1,6,1,1,2,148,1,2,2,10,1,131.7,1,0,0,1,0,0,19,0,0,7,8,5,14,0,0,7,7,0,0,0,13.9,-0.3,0.79,"Dropout",35.7142857142857,33.3333333333333,7,7,8,7,5,0,14,13.59,-0.810209848065898,-0.0384880922586329,1.19786860635567
1,2,1,3,1,2,130,1,4,4,7,5,133.2,0,0,0,1,0,0,20,0,5,9,15,9,11.6666666666667,0,2,7,8,7,11.7142857142857,0,7.6,2.6,0.32,"Graduate",100,69.5652173913043,9,7,15,8,9,7,11.6666666666667,11.7142857142857,1.94009218779046,1.91534972533837,-1.08723225876669
1,1,1,4,1,2,117,1,2,2,10,7,109.3,0,0,1,0,0,1,19,0,0,6,7,5,12,0,0,6,9,4,12.5,0,12.4,0.5,1.79,"Dropout",75,56.25,6,6,7,9,5,4,12,12.5,-0.369693625732454,-0.420457032281667,-0.154917259111269
1,1,1,4,1,2,120,1,3,3,3,3,113,1,0,0,1,0,0,20,0,0,5,7,4,12.2,0,0,5,5,4,11.5,0,7.6,2.6,0.32,"Graduate",80,66.6666666666667,5,5,7,5,4,4,12.2,11.5,-1.03496059060163,-1.70359464975423,-0.696810230041999
1,1,1,3,1,2,153,1,2,2,2,5,157.9,0,0,1,1,0,1,18,0,0,6,6,6,14.8333333333333,0,0,6,6,6,14.8333333333333,0,8.9,1.4,3.51,"Graduate",100,100,6,6,6,6,6,6,14.8333333333333,14.8333333333333,1.95832061882419,-2.34871364862775,0.650336486313335
1,1,2,1,1,2,117,1,3,3,2,5,112.1,0,0,0,1,0,1,20,0,0,7,9,5,13.188,0,0,8,9,7,12.8928571428571,0,11.1,0.6,2.02,"Enrolled",80,66.6666666666667,7,8,9,9,5,7,13.188,12.8928571428571,1.29596672098234,0.412370048210208,-0.101067521331753
1,1,1,1,1,2,178,1,3,3,2,6,174.7,0,0,0,1,0,0,18,0,0,7,8,7,17.125,0,0,8,8,8,17.5875,0,13.9,-0.3,0.79,"Graduate",100,93.75,7,8,8,8,7,8,17.125,17.5875,4.13801270616571,-1.46072822095272,2.37687888027144
1,1,5,1,1,2,129,1,5,5,7,7,128.8,1,0,0,1,0,0,19,0,0,7,7,6,12.6666666666667,0,0,7,7,6,12.6666666666667,0,7.6,2.6,0.32,"Graduate",85.7142857142857,85.7142857142857,7,7,7,7,6,6,12.6666666666667,12.6666666666667,1.15515080691053,-0.630047096462115,-0.837589207197946
1,1,6,3,1,2,116,1,3,3,2,2,110.1,1,0,0,1,0,1,19,0,0,6,8,6,12.6666666666667,0,0,6,10,5,12,0,12.4,0.5,1.79,"Graduate",91.6666666666667,61.1111111111111,6,6,8,10,6,5,12.6666666666667,12,0.318873428734993,-0.203485861721175,-0.0808718598265822
1,2,1,4,1,2,99,1,1,1,10,1,99.7,1,0,1,0,0,0,22,0,0,5,8,0,0,0,0,5,7,0,0,0,8.9,1.4,3.51,"Enrolled",0,0,5,5,8,7,0,0,10,10,-4.91595418718193,0.289230654585094,-0.400743037193534
1,1,3,3,1,2,135,1,2,2,7,8,121,1,0,0,1,0,1,19,0,0,6,7,6,11.3333333333333,0,0,6,6,6,11.5,0,12.4,0.5,1.79,"Graduate",100,92.3076923076923,6,6,7,6,6,6,11.3333333333333,11.5,0.468371192177965,-1.14373531777523,-1.71781760717795
1,1,3,1,1,2,141,1,3,3,7,5,131.7,1,0,0,1,0,1,19,0,0,7,10,7,13.605,0,0,8,11,8,12.33125,0,15.5,2.8,-4.06,"Graduate",100,71.4285714285714,7,8,10,11,7,8,13.605,12.33125,2.16715498958385,0.854947656695517,-0.091574167848865
1,1,5,3,1,2,132,1,5,5,3,4,119.1,1,0,0,1,0,1,19,0,0,6,10,5,12,0,0,6,9,5,10.8,0,9.4,-0.8,-3.12,"Graduate",83.3333333333333,52.6315789473684,6,6,10,9,5,5,12,10.8,-0.450401739751065,0.335817533229697,-0.537603628883098
1,1,4,8,1,2,132,1,3,3,7,7,124.7,1,0,0,1,0,0,19,0,0,5,10,0,0,0,0,5,10,0,0,0,7.6,2.6,0.32,"Dropout",0,0,5,5,10,10,0,0,10,10,-4.80114630941796,1.18284388627021,0.161464518474035
1,1,1,8,1,2,113,1,2,2,7,8,117.2,1,0,0,1,0,0,20,0,0,6,8,5,11.2,0,0,6,12,3,11.6666666666667,0,7.6,2.6,0.32,"Dropout",66.6666666666667,40,6,6,8,12,5,3,11.2,11.6666666666667,-1.07751152632742,0.709683450501218,-0.0574167397735211
1,1,1,4,1,2,134,1,1,1,1,8,128.8,0,0,0,1,0,0,18,0,0,5,10,5,13.375,0,0,5,9,5,14.1666666666667,0,13.9,-0.3,0.79,"Graduate",100,52.6315789473684,5,5,10,9,5,5,13.375,14.1666666666667,0.330477596316062,-0.989132636542537,1.39664971012033
1,1,1,1,1,2,136,1,2,2,7,7,131.5,0,0,0,1,0,1,20,0,0,7,8,6,13.8633333333333,0,0,8,9,7,14.1785714285714,0,11.1,0.6,2.02,"Graduate",86.6666666666667,76.4705882352941,7,8,8,9,6,7,13.8633333333333,14.1785714285714,2.06714012471296,-0.140134928504128,0.356445728316169
1,1,1,2,1,2,129,1,2,2,2,5,123.4,0,0,0,1,0,0,19,0,0,5,6,5,12.4,0,0,5,6,5,13.4,0,7.6,2.6,0.32,"Graduate",100,83.3333333333333,5,5,6,6,5,5,12.4,13.4,0.207945387716316,-2.24053447356331,-0.255763600023591
1,1,1,3,1,2,138,1,4,4,5,4,124.7,1,0,0,1,0,0,18,0,0,6,11,3,12.3333333333333,0,0,6,10,5,10.8333333333333,0,9.4,-0.8,-3.12,"Enrolled",66.6666666666667,38.0952380952381,6,6,11,10,3,5,12.3333333333333,10.8333333333333,-1.0728500363252,0.810491713917627,0.111669164166897
1,1,1,3,1,2,137,1,5,5,7,7,132.8,1,0,0,1,0,0,18,0,0,6,7,6,13.3333333333333,0,0,6,8,5,11.8,0,7.6,2.6,0.32,"Graduate",91.6666666666667,73.3333333333333,6,6,7,8,6,5,13.3333333333333,11.8,0.495752648405903,-0.899943554834182,-0.336366439740035
1,2,1,3,1,2,115,1,1,1,1,3,108.7,1,0,0,1,0,0,21,0,0,6,10,3,12.6666666666667,0,0,6,12,3,10,0,9.4,-0.8,-3.12,"Dropout",50,27.2727272727273,6,6,10,12,3,3,12.6666666666667,10,-1.80618063386921,1.25968296971639,0.388597750147506
1,1,1,3,1,2,129,1,4,4,4,4,138.1,0,0,0,1,0,0,19,0,0,6,8,6,12,0,0,6,10,4,11.5,0,7.6,2.6,0.32,"Dropout",83.3333333333333,55.5555555555556,6,6,8,10,6,4,12,11.5,-0.260168707368954,0.0608597699267428,-0.367593735096991
1,1,1,4,1,2,131,1,4,4,7,7,126.5,0,0,0,1,0,1,18,0,0,5,5,5,10.6,0,0,5,5,5,11.8,0,12.4,0.5,1.79,"Graduate",100,100,5,5,5,5,5,5,10.6,11.8,-0.329629958386207,-2.25133367015441,-1.87079062561795
1,1,2,3,1,2,133,1,2,2,5,7,127.4,1,0,0,1,0,1,18,0,0,6,8,6,12.25,0,0,6,7,6,11.8571428571429,0,12.7,3.7,-1.7,"Graduate",100,80,6,6,8,7,6,6,12.25,11.8571428571429,0.621840686284841,-0.866309986919447,-0.917799758634973
1,1,3,3,1,2,125,1,3,3,7,8,123.6,1,0,0,1,0,0,20,0,0,6,10,4,11,0,0,6,9,6,11.8333333333333,0,9.4,-0.8,-3.12,"Graduate",83.3333333333333,52.6315789473684,6,6,10,9,4,6,11,11.8333333333333,-0.455981957460142,0.295155730634426,-0.57602955958326
1,3,1,3,0,2,120,1,2,2,4,6,122,0,0,0,1,0,1,24,0,0,6,11,5,11,0,0,6,9,5,12.6,0,11.1,0.6,2.02,"Graduate",83.3333333333333,50,6,6,11,9,5,5,11,12.6,-0.305194115688199,0.41473361970399,-0.171510673781634
1,1,1,4,1,2,128,1,3,3,2,1,118.2,0,0,0,1,0,0,19,0,0,6,6,6,13.1666666666667,0,0,6,9,6,13,0,10.8,1.4,1.74,"Dropout",100,80,6,6,6,9,6,6,13.1666666666667,13,1.0737692748219,-1.16007692343985,-0.106907054581949
1,1,1,1,1,2,127,1,3,3,7,5,123.9,1,0,0,1,0,1,18,0,0,7,9,7,12.8555555555556,0,0,8,12,7,12.7611111111111,0,15.5,2.8,-4.06,"Graduate",93.3333333333333,66.6666666666667,7,8,9,12,7,7,12.8555555555556,12.7611111111111,1.80592512637299,0.979412441014024,-0.0669456383669783
1,1,2,1,1,2,134,1,3,3,7,7,125.8,1,0,0,1,0,0,18,0,0,7,8,7,14.91875,0,0,8,8,8,15.355,0,15.5,2.8,-4.06,"Graduate",100,93.75,7,8,8,8,7,8,14.91875,15.355,3.2227082484173,-0.833892364462198,0.737513117756186
1,1,5,3,1,2,132,1,3,3,2,2,123.3,1,0,0,1,0,0,21,0,0,6,13,4,11.5,0,0,6,10,3,11,0,10.8,1.4,1.74,"Dropout",58.3333333333333,30.4347826086957,6,6,13,10,4,3,11.5,11,-1.53485354626075,1.40708229402939,0.22181075008663
1,1,2,4,1,2,124,1,2,2,3,2,124.4,0,0,0,1,0,0,19,0,0,5,5,5,14.2,0,0,5,5,5,14.2,0,7.6,2.6,0.32,"Graduate",100,100,5,5,5,5,5,5,14.2,14.2,0.90843122499712,-3.09491206450594,0.36602971930635
1,1,1,3,1,2,133.1,1,3,3,5,5,126,0,0,0,1,0,1,19,0,0,6,6,6,12.5,0,0,6,7,6,13,0,15.5,2.8,-4.06,"Graduate",100,92.3076923076923,6,6,6,7,6,6,12.5,13,1.03173897621781,-1.52241749395812,-0.711363611215242
3,3,1,7,1,2,170,1,2,2,4,4,170,0,0,1,1,0,0,47,0,0,1,1,0,0,0,0,6,0,0,0,0,8.9,1.4,3.51,"Enrolled",0,0,5,6,5,5,0,0,10,10,-4.79997655472772,-0.328986204956772,-1.07571459271369
1,1,3,3,1,2,125,1,3,3,5,6,121.5,0,0,0,1,0,0,19,0,0,6,10,5,11.6666666666667,0,0,6,12,4,11,0,13.9,-0.3,0.79,"Graduate",75,40.9090909090909,6,6,10,12,5,4,11.6666666666667,11,-0.807829575504004,1.03701516175215,-0.0287693177967355
1,3,1,1,1,1,130,1,1,1,1,1,130,0,0,0,1,0,0,29,0,1,8,8,7,14.2571428571429,0,1,8,8,7,14.2571428571429,0,12.7,3.7,-1.7,"Graduate",87.5,87.5,8,8,8,8,7,7,14.2571428571429,14.2571428571429,2.64366030576687,-0.17881002710881,0.134020230335967
1,2,1,3,1,2,125,1,3,3,2,6,117,1,0,0,1,0,0,21,0,0,6,13,3,12,0,0,6,12,2,11.3333333333333,0,16.2,0.3,-0.92,"Dropout",41.6666666666667,20,6,6,13,12,3,2,12,11.3333333333333,-1.98544776006687,1.81149523475944,1.05111896382431
1,3,1,2,1,2,130,1,5,5,7,5,130,1,0,0,1,0,0,28,0,0,5,13,4,11.25,1,0,5,11,4,10.5,0,12.7,3.7,-1.7,"Enrolled",80,33.3333333333333,5,5,13,11,4,4,11.25,10.5,-1.59165175350313,0.983146854792857,0.17281540209459
1,1,2,1,1,2,133.1,1,5,5,10,8,108,0,0,0,1,0,0,20,0,0,7,8,7,12.4571428571429,0,0,8,8,8,13.5625,0,15.5,2.8,-4.06,"Graduate",100,93.75,7,8,8,8,7,8,12.4571428571429,13.5625,2.34502062271758,-0.235230783722426,-0.84536770369492
1,1,1,1,1,2,131,1,1,1,2,3,132.3,1,0,0,1,0,0,19,0,0,7,7,6,11.6833333333333,0,0,7,7,6,11.6833333333333,0,7.6,2.6,0.32,"Graduate",85.7142857142857,85.7142857142857,7,7,7,7,6,6,11.6833333333333,11.6833333333333,0.749601312220786,-0.352351553806001,-1.56413535049535
1,2,1,3,0,2,150,1,3,3,2,4,148,0,0,0,1,0,0,26,0,0,6,10,3,11.6666666666667,0,0,6,8,5,12,0,9.4,-0.8,-3.12,"Graduate",66.6666666666667,44.4444444444444,6,6,10,8,3,5,11.6666666666667,12,-0.963772000022108,0.147891157000754,-0.129091733290273
1,1,2,8,1,2,125,1,5,5,7,6,122.6,1,0,1,0,0,0,20,0,0,6,8,4,11.75,0,0,6,6,6,13.1666666666667,0,11.1,0.6,2.02,"Dropout",83.3333333333333,71.4285714285714,6,6,8,6,4,6,11.75,13.1666666666667,0.0917349944614285,-1.04394525480131,-0.531918318751276
1,1,1,4,1,2,131,1,5,5,7,7,123,1,0,0,1,0,1,18,0,0,5,6,3,11.6666666666667,0,0,5,6,4,13.5,0,7.6,2.6,0.32,"Enrolled",70,58.3333333333333,5,5,6,6,3,4,11.6666666666667,13.5,-1.1247007059751,-1.81732131205306,-0.0124935990063119
1,3,1,3,1,2,130,1,5,5,7,3,102.5,0,0,0,1,0,0,27,0,0,6,9,5,13.2,0,0,6,10,5,12,0,7.6,2.6,0.32,"Graduate",83.3333333333333,52.6315789473684,6,6,9,10,5,5,13.2,12,0.0581961541211855,-0.00420313617422063,0.375957549895251
1,1,2,1,1,2,123,1,6,6,10,10,113.3,1,0,0,1,0,0,20,0,0,7,8,4,11.95,0,0,7,8,4,11.95,0,7.6,2.6,0.32,"Dropout",57.1428571428571,50,7,7,8,8,4,4,11.95,11.95,-0.582437221834334,0.350328646006349,-0.496128898752336
1,1,5,3,1,2,141,1,5,5,7,3,133,1,0,0,1,0,0,18,0,0,6,8,5,12.4,0,0,6,12,5,10.4,0,9.4,-0.8,-3.12,"Dropout",83.3333333333333,50,6,6,8,12,5,5,12.4,10.4,-0.426718678124501,0.535165636433466,-0.325552403892976
1,4,1,1,1,1,140,1,2,2,7,3,140,0,0,0,1,0,0,33,0,2,7,8,6,14.35,0,3,8,10,6,14.5833333333333,0,16.2,0.3,-0.92,"Dropout",80,66.6666666666667,7,8,8,10,6,6,14.35,14.5833333333333,1.90863458619233,0.0366683882023762,0.987185498937108
1,2,1,3,1,2,140,1,1,1,10,1,128.3,1,0,0,1,0,0,35,0,19,21,21,21,12.6190476190476,0,13,19,19,19,12.7894736842105,0,12.4,0.5,1.79,"Graduate",100,100,11,10,16,15,9,8,12.6190476190476,12.7894736842105,4.13127624488604,4.18687153478739,-0.378032178444433
1,4,1,4,0,3,140,1,5,5,7,6,140,0,0,0,1,0,1,26,0,2,6,7,6,12.6666666666667,0,2,6,7,6,13.1666666666667,1,9.4,-0.8,-3.12,"Enrolled",100,85.7142857142857,6,6,7,7,6,6,12.6666666666667,13.1666666666667,1.03338853811102,-1.33761982390233,-0.43809655841443
1,3,1,3,1,4,133.1,1,3,3,10,2,104,0,0,1,0,0,0,27,0,0,6,6,5,12,0,0,6,6,0,0,0,11.1,0.6,2.02,"Dropout",41.6666666666667,41.6666666666667,6,6,6,6,5,0,12,12.218,-1.78631620010841,-0.754311234052676,-0.19427582834704
1,1,3,5,1,2,131,1,2,2,3,3,122.3,1,0,0,0,0,0,19,0,0,6,6,6,12.1666666666667,0,0,6,6,0,0,0,15.5,2.8,-4.06,"Dropout",50,50,6,6,6,6,6,0,12.1666666666667,12.3323333333334,-1.34439464284126,-0.886239271066913,-0.242910016602326
1,1,2,4,1,2,132,1,1,1,3,5,119.1,1,0,1,0,0,0,20,0,0,5,9,3,10,0,0,5,9,3,10.5714285714286,0,10.8,1.4,1.74,"Dropout",60,33.3333333333333,5,5,9,9,3,3,10,10.5714285714286,-2.54185561952739,0.172944259422217,-0.719514747775746
1,2,1,3,1,2,143,1,2,2,3,7,126.6,0,0,1,0,0,0,21,0,5,10,18,8,11.5,0,0,6,12,4,10,0,9.4,-0.8,-3.12,"Enrolled",75,40,10,6,16,12,8,4,11.5,10,0.291398491107913,3.45714300324069,-0.546093880361621
1,1,3,1,1,2,141,1,4,4,7,2,129,1,0,0,1,0,1,18,0,0,7,7,6,13.05,0,0,7,7,6,13.05,0,7.6,2.6,0.32,"Graduate",85.7142857142857,85.7142857142857,7,7,7,7,6,6,13.05,13.05,1.31324637263702,-0.738301291056854,-0.554359354726118
1,3,1,2,1,2,133.1,1,2,2,7,7,162.3,1,0,0,1,0,0,24,0,0,6,10,2,11,0,0,6,6,0,0,0,8.9,1.4,3.51,"Dropout",16.6666666666667,12.5,6,6,10,6,2,0,11,11.532,-3.27874589727053,0.510803787740861,0.0567099695667661
